loss,created_at,avg_val_loss,learning_rate,epoch
"tensor(4.4928, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:53.506498,,,
"tensor(4.9444, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:53.815491,,,
"tensor(4.9620, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:54.148484,,,
"tensor(4.4489, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:54.517174,,,
"tensor(4.4382, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:54.775143,,,
"tensor(5.1511, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:55.085174,,,
"tensor(4.4770, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:55.362997,,,
"tensor(4.6980, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:55.649859,,,
"tensor(4.7147, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:56.007745,,,
"tensor(4.6375, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:56.342043,,,
"tensor(4.4318, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:56.750220,,,
,2021-02-28 17:31:57.456210,4.671189308166504,0.0005,19.0
"tensor(4.4069, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:58.084320,,,
"tensor(4.9602, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:58.384199,,,
"tensor(4.3986, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:58.645147,,,
"tensor(4.4319, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:58.952477,,,
"tensor(4.7184, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:59.239193,,,
"tensor(4.5330, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:59.535553,,,
"tensor(4.6665, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:31:59.801481,,,
"tensor(4.5703, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:00.082936,,,
"tensor(5.3465, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:00.343935,,,
"tensor(4.9720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:00.595328,,,
"tensor(4.5753, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:00.854307,,,
"tensor(4.5493, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:01.167814,,,
"tensor(4.5866, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:01.495830,,,
,2021-02-28 17:32:02.300728,4.67043399810791,0.0005,20.0
"tensor(4.4255, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:02.941096,,,
"tensor(4.5052, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:03.211194,,,
"tensor(4.8801, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:03.498999,,,
"tensor(4.5091, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:03.774070,,,
"tensor(4.4775, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:04.048481,,,
"tensor(4.4726, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:04.290679,,,
"tensor(5.3690, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:04.551580,,,
"tensor(5.1088, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:04.838755,,,
"tensor(4.6129, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:05.090985,,,
"tensor(4.6504, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:05.333463,,,
"tensor(4.4785, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:05.559160,,,
"tensor(4.5375, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:05.799351,,,
"tensor(4.6803, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:06.120399,,,
,2021-02-28 17:32:06.758869,4.669793128967285,0.0005,21.0
"tensor(4.7811, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:07.352474,,,
"tensor(4.5616, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:07.601051,,,
"tensor(4.9585, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:07.853818,,,
"tensor(5.1073, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:08.111225,,,
"tensor(4.8746, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:08.399925,,,
"tensor(4.4466, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:08.706422,,,
"tensor(4.5015, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:08.957818,,,
"tensor(4.5954, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:09.192459,,,
"tensor(4.5976, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:09.436157,,,
"tensor(4.3777, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:09.688831,,,
"tensor(4.5797, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:09.945431,,,
"tensor(4.4514, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:10.193535,,,
"tensor(4.8508, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:10.568391,,,
,2021-02-28 17:32:11.276046,4.6679863929748535,0.0005,22.0
"tensor(4.7447, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:11.905381,,,
"tensor(4.4231, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:12.151412,,,
"tensor(4.4476, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:12.423950,,,
"tensor(4.4096, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:12.655946,,,
"tensor(4.4597, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:12.903614,,,
"tensor(4.4969, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:13.190352,,,
"tensor(4.8686, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:13.459366,,,
"tensor(4.5125, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:13.792477,,,
"tensor(5.0821, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:14.068740,,,
"tensor(5.0259, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:14.311342,,,
"tensor(4.4531, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:14.546653,,,
"tensor(4.8614, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:14.795868,,,
"tensor(4.6664, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:15.111021,,,
,2021-02-28 17:32:15.718123,4.650130748748779,0.0005,23.0
"tensor(4.6567, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:16.326367,,,
"tensor(5.3079, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:16.577953,,,
"tensor(4.3794, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:16.830156,,,
"tensor(4.2601, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:17.077751,,,
"tensor(4.3596, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:17.352982,,,
"tensor(3.9821, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:17.635680,,,
"tensor(4.4534, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:17.929100,,,
"tensor(4.5782, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:18.222406,,,
"tensor(3.8270, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:18.510011,,,
"tensor(3.5073, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:18.789882,,,
"tensor(3.5162, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:19.056427,,,
"tensor(2.9058, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:19.390162,,,
"tensor(3.7154, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:19.745606,,,
,2021-02-28 17:32:20.290769,4.111470699310303,0.0005,24.0
"tensor(3.0660, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:20.918976,,,
"tensor(2.5125, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:21.213892,,,
"tensor(2.5679, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:21.469305,,,
"tensor(2.5400, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:21.734655,,,
"tensor(3.0432, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:22.013692,,,
"tensor(2.3731, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:22.300769,,,
"tensor(1.9384, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:22.572939,,,
"tensor(1.9930, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:22.820911,,,
"tensor(2.2829, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:23.111872,,,
"tensor(2.3260, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:23.386667,,,
"tensor(2.2354, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:23.662167,,,
"tensor(2.0276, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:23.944260,,,
"tensor(1.9039, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:24.290309,,,
,2021-02-28 17:32:25.181577,2.3700010776519775,0.0005,25.0
"tensor(1.6640, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:25.836180,,,
"tensor(1.6678, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:26.125145,,,
"tensor(1.5878, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:26.409686,,,
"tensor(1.5194, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:26.709339,,,
"tensor(1.5783, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:26.957306,,,
"tensor(1.4167, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:27.233803,,,
"tensor(1.5502, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:27.501375,,,
"tensor(1.4668, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:27.770125,,,
"tensor(1.0487, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:28.031555,,,
"tensor(1.1120, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:28.281976,,,
"tensor(1.3004, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:28.593248,,,
"tensor(1.1385, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:28.859024,,,
"tensor(1.1657, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:29.212898,,,
,2021-02-28 17:32:29.795716,1.4012631177902222,0.0005,26.0
"tensor(0.8813, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:30.521984,,,
"tensor(0.9055, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:30.834990,,,
"tensor(0.8328, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:31.112462,,,
"tensor(1.0838, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:31.358185,,,
"tensor(0.7993, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:31.609235,,,
"tensor(0.9054, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:31.857308,,,
"tensor(0.9294, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:32.155437,,,
"tensor(0.9449, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:32.448453,,,
"tensor(0.8320, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:32.697731,,,
"tensor(0.9596, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:32.940576,,,
"tensor(0.8284, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:33.210288,,,
"tensor(0.9228, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:33.462647,,,
"tensor(1.0367, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:33.779883,,,
,2021-02-28 17:32:34.428405,0.9124312996864319,0.0005,27.0
"tensor(0.9837, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:35.154998,,,
"tensor(0.8709, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:35.441063,,,
"tensor(0.7519, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:35.735771,,,
"tensor(0.9412, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:36.024227,,,
"tensor(0.6813, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:36.311734,,,
"tensor(1.1504, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:36.552252,,,
"tensor(0.7169, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:36.853644,,,
"tensor(0.8727, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:37.163491,,,
"tensor(0.8268, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:37.494086,,,
"tensor(0.8237, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:37.765476,,,
"tensor(0.7895, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:38.018641,,,
"tensor(0.7568, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:38.297923,,,
"tensor(0.6852, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:38.639169,,,
,2021-02-28 17:32:39.569055,0.8346867561340332,0.0005,28.0
"tensor(0.6277, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:40.236990,,,
"tensor(0.7662, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:40.528682,,,
"tensor(0.9517, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:40.794732,,,
"tensor(0.9260, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:41.087126,,,
"tensor(0.6354, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:41.349045,,,
"tensor(0.6452, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:41.589902,,,
"tensor(0.9367, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:41.845150,,,
"tensor(0.6258, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:42.102545,,,
"tensor(0.7612, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:42.394261,,,
"tensor(0.8028, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:42.679775,,,
"tensor(0.8830, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:42.973252,,,
"tensor(0.8952, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:43.217593,,,
"tensor(0.7162, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:43.547637,,,
,2021-02-28 17:32:44.321788,0.7825540900230408,0.0005,29.0
"tensor(0.6463, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:45.032945,,,
"tensor(0.6361, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:45.291430,,,
"tensor(0.5917, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:45.553792,,,
"tensor(0.7244, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:45.799198,,,
"tensor(0.7314, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:46.056636,,,
"tensor(0.8301, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:46.364126,,,
"tensor(0.7726, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:46.638243,,,
"tensor(0.7555, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:46.865751,,,
"tensor(0.8513, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:47.108166,,,
"tensor(0.8060, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:47.383763,,,
"tensor(0.7773, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:47.672877,,,
"tensor(0.7253, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:47.961663,,,
"tensor(0.8739, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:48.287935,,,
,2021-02-28 17:32:48.867425,0.7478416562080383,0.0005,30.0
"tensor(0.5533, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:49.648587,,,
"tensor(0.8225, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:49.899610,,,
"tensor(0.6667, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:50.201853,,,
"tensor(0.7221, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:50.475521,,,
"tensor(0.6221, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:50.769599,,,
"tensor(0.8664, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:51.050844,,,
"tensor(0.8099, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:51.328469,,,
"tensor(0.7994, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:51.632000,,,
"tensor(0.6231, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:51.945701,,,
"tensor(0.6099, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:52.213834,,,
"tensor(0.7663, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:52.503948,,,
"tensor(0.6147, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:52.786494,,,
"tensor(0.8414, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:53.117686,,,
,2021-02-28 17:32:53.899782,0.7167710661888123,0.0005,31.0
"tensor(0.5825, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:54.619141,,,
"tensor(0.6935, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:54.857112,,,
"tensor(0.7425, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:55.093687,,,
"tensor(0.9467, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:55.376026,,,
"tensor(0.6858, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:55.673409,,,
"tensor(0.9339, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:55.963621,,,
"tensor(0.5370, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:56.200253,,,
"tensor(0.7906, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:56.439165,,,
"tensor(0.5992, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:56.702024,,,
"tensor(0.5915, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:57.030488,,,
"tensor(0.6223, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:57.293257,,,
"tensor(0.7023, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:57.537468,,,
"tensor(0.5777, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:57.875374,,,
,2021-02-28 17:32:58.677325,0.6927292346954346,0.0005,32.0
"tensor(0.6804, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:59.383268,,,
"tensor(0.5865, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:59.634575,,,
"tensor(0.7806, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:32:59.911870,,,
"tensor(0.9393, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:00.200305,,,
"tensor(0.6007, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:00.467457,,,
"tensor(0.6429, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:00.716527,,,
"tensor(0.7224, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:00.978755,,,
"tensor(0.7064, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:01.233661,,,
"tensor(0.7607, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:01.493995,,,
"tensor(0.5434, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:01.779943,,,
"tensor(0.6910, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:02.055657,,,
"tensor(0.5780, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:02.339663,,,
"tensor(0.7708, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:02.658999,,,
,2021-02-28 17:33:03.495948,0.6925444602966309,0.0005,33.0
"tensor(0.4451, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:04.348558,,,
"tensor(0.6374, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:04.621697,,,
"tensor(0.5647, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:04.907446,,,
"tensor(0.4715, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:05.159888,,,
"tensor(0.6925, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:05.421580,,,
"tensor(0.6156, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:05.684696,,,
"tensor(0.4736, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:05.961470,,,
"tensor(0.8127, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:06.217562,,,
"tensor(0.8006, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:06.521337,,,
"tensor(0.6899, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:06.781810,,,
"tensor(0.6845, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:07.043920,,,
"tensor(0.9995, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:07.370066,,,
"tensor(0.6922, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:07.719958,,,
,2021-02-28 17:33:08.608706,0.6599717736244202,0.0005,34.0
"tensor(0.6874, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:09.350386,,,
"tensor(0.4651, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:09.641395,,,
"tensor(0.6976, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:09.921208,,,
"tensor(0.8980, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:10.186845,,,
"tensor(0.6778, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:10.448455,,,
"tensor(0.5750, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:10.744569,,,
"tensor(0.7786, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:11.068354,,,
"tensor(0.4225, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:11.341956,,,
"tensor(0.6587, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:11.616062,,,
"tensor(0.6984, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:11.880594,,,
"tensor(0.3752, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:12.172450,,,
"tensor(0.5921, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:12.427692,,,
"tensor(0.9823, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:12.789547,,,
,2021-02-28 17:33:13.370875,0.6545138359069824,0.0005,35.0
"tensor(0.5259, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:14.203927,,,
"tensor(0.9236, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:14.543596,,,
"tensor(0.7008, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:14.838185,,,
"tensor(0.7681, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:15.116737,,,
"tensor(0.7032, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:15.393776,,,
"tensor(0.6010, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:15.675440,,,
"tensor(0.5109, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:15.937816,,,
"tensor(0.6381, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:16.218680,,,
"tensor(0.6147, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:16.477186,,,
"tensor(0.5890, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:16.735748,,,
"tensor(0.6970, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:16.989371,,,
"tensor(0.6911, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:17.281070,,,
"tensor(0.7987, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:17.625798,,,
,2021-02-28 17:33:18.430990,0.6739987134933472,0.0005,36.0
"tensor(0.8418, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:19.042410,,,
"tensor(0.7884, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:19.305042,,,
"tensor(0.8036, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:19.614027,,,
"tensor(0.6190, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:19.872263,,,
"tensor(0.4891, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:20.171194,,,
"tensor(0.7531, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:33:20.474838,,,
